Mineral Name,Mineral Name (plain),Valence Chemistry,IMA Chemistry,IMA Number,Country of Type Locality,IMA Status,isMineral
Ammonioalunite,Ammonioalunite,(NH4)Al3(SO4)2(OH)6,N3-H4Al3(S6+O4)2(OH)6,IMA1986-037,USA,Approved,1
Ammonioborite,Ammonioborite,(NH4)3B15O20(OH)8·4H2O,(N3-H4)3B15O20(OH)8·4H2O,,Italy,"Approved,Grandfathered",1
Ammoniojarosite,Ammoniojarosite,(NH4)Fe3+3(SO4)2(OH)6,N3-H4Fe3+3(S6+O4)2(OH)6,IMA1987 s.p.,USA,"Approved,Redefined",1
Ammoniolasalite,Ammoniolasalite,[(NH4)2Mg2(H2O)20]·[V10O28],(N3-H4)2Mg2[V5+10O28]·20H2O,IMA2017-094,USA,Approved,1
Ammonioleucite,Ammonioleucite,(NH4)(AlSi2O6),(N3-H4)AlSi2O6,IMA1984-015,Japan,Approved,1
Ammoniomagnesiovoltaite,Ammoniomagnesiovoltaite,(NH4)2Mg5Fe3+3Al(SO4)12·18H2O,(N3-H4)2Mg5Fe3+3Al(S6+O4)12·18H2O,IMA2009-040,Hungary,Approved,1
Ammoniomathesiusite,Ammoniomathesiusite,(NH4)5(UO2)4(SO4)4(VO5)·4H2O,(N3-H4)5(U6+O2)4(S6+O4)4(V5+O5)·4H2O,IMA2017-077,USA,Approved,1
Ammoniotinsleyite,Ammoniotinsleyite,(NH4)Al2(PO4)2(OH)·2H2O,(N3-H4)Al2(PO4)2(OH)·2H2O,IMA2019-128,Chile,Approved,1
Ammoniovoltaite,Ammoniovoltaite,(NH4)2Fe2+5Fe3+3Al(SO4)12(H2O)18,(N3-H4)2Fe2+5Fe3+3Al(S6+O4)12(H2O)18,IMA2017-022,Russia,Approved,1
Ammoniozippeite,Ammoniozippeite,(NH4)2[(UO2)2(SO4)O2]·H2O,(N3-H4)2[(U6+O2)2(S6+O4)O2]·H2O,IMA2017-073,USA,Approved,1
Amoraite,Amoraite,Ca12Al6(OH)36(CO3)2(SO3)·15H2O,Ca12Al6(OH)36(CO3)2(S4+O3)·15H2O,IMA2023-082,Israel,"Approved,Pending publication",1
Amstallite,Amstallite,"CaAl[(Al,Si)4O8(OH)2](OH)2·(H2O,Cl)","CaAl(Si,Al)4O8(OH)4·(H2O,Cl)",IMA1986-030,Austria,Approved,1
Amurselite,Amurselite,(NH4)2(UO2)5(SeO3)3O2(OH)2(H2O)·8H2O,(N3-H4)2(U6+O2)5(Se4+O3)3O2(OH)2(H2O)·8H2O,IMA2024-062,USA,"Approved,Pending publication",1
Analcime,Analcime,Na(AlSi2O6)·H2O,NaAlSi2O6·H2O,IMA1997 s.p.,Italy,Approved,1
Anandite,Anandite,BaFe2+3(Si3Fe3+)O10S(OH),BaFe2+3(Si3Fe3+)O10S2-(OH),IMA1966-005,Sri Lanka,Approved,1
Anapaite,Anapaite,Ca2Fe2+(PO4)2·4H2O,Ca2Fe2+(PO4)2·4H2O,,Russia,"Approved,Grandfathered",1
Anastasenkoite,Anastasenkoite,CaFe2+P2O7,CaFe2+P2O7,IMA2020-026,Israel,"Approved,Pending publication",1
Anatase,Anatase,TiO2,Ti4+O2,IMA1962 s.p.,France,Approved,1
Anatolygurbanovite,Anatolygurbanovite,SrCa2Si3O9,SrCa2Si3O9,IMA2024-086,Russia,"Approved,Pending publication",1
Anatolyite,Anatolyite,"Na6(Ca,Na)(Mg,Fe3+)3Al(AsO4)6","Na6(Ca,Na)(Mg,Fe3+)3Al(As5+O4)6",IMA2016-040,Russia,Approved,1
Ancylite-(Ce),Ancylite-(Ce),CeSr(CO3)2(OH)·H2O,Ce3+Sr(CO3)2(OH)·H2O,IMA1987 s.p.,Denmark (Greenland),"Approved,Renamed",1
Ancylite-(La),Ancylite-(La),LaSr(CO3)2(OH)·H2O,LaSr(CO3)2(OH)·H2O,IMA1995-053,Russia,Approved,1
Andalusite,Andalusite,Al2SiO5,Al2SiO5,,Spain,"Approved,Grandfathered",1
Andersonite,Andersonite,Na2Ca(UO2)(CO3)3·5-6H2O,Na2Ca(U6+O2)(CO3)3·5-6H2O,,USA,"Approved,Grandfathered",1
Andradite,Andradite,Ca3Fe3+2(SiO4)3,Ca3Fe3+2(SiO4)3,,Norway,"Approved,Grandfathered",1
Andreadiniite,Andreadiniite,CuHgAg7Pb7Sb24S48,Cu1+Hg2+Ag1+7Pb2+7Sb3+24S2-48,IMA2014-049,Italy,Approved,1
Andrémeyerite,Andremeyerite,BaFe2+2(Si2O7),BaFe2+2Si2O7,IMA1972-005,Democratic Republic of the Congo,"Approved,Renamed",1
Andreybulakhite,Andreybulakhite,Ni(C2O4)·2H2O,Ni2+((C2)6+O4)·2H2O,IMA2023-037,Russia,Approved,1
Andreyivanovite,Andreyivanovite,FeCrP,FeCrP,IMA2006-003,Yemen (meteorite),Approved,1
Andrianovite,Andrianovite,"Na12(K,Sr,Ce)3Ca6Mn3Zr3Nb(Si25O73)(O,H2O,OH)5","Na12(K,Sr,Ce3+)3Ca6Mn2+3Zr4+3Nb5+Si25O73(O,H2O,OH)5",IMA2007-008,Russia,Approved,1
Andrieslombaardite,Andrieslombaardite,RhSbS,Rh3+(SbS)3-,IMA2022-076,South Africa,Approved,1
Anduoite,Anduoite,RuAs2,RuAs2,,China,Approved,1
Andychristyite,Andychristyite,PbCu2+Te6+O5(H2O),Pb2+Cu2+Te6+O5(H2O),IMA2015-024,USA,Approved,1
Andymcdonaldite,Andymcdonaldite,Fe2TeO6,Fe3+2Te6+O6,IMA2018-141,USA,Approved,1
Andyrobertsite,Andyrobertsite,KCdCu5(AsO4)4[As(OH)2O2]·2H2O,KCd2+Cu2+5(As5+O4)4[As5+(OH)2O2]·2H2O,IMA1997-022,Namibia,Approved,1
Angarfite,Angarfite,NaFe3+5(PO4)4(OH)4·4H2O,NaFe3+5(PO4)4(OH)4·4H2O,IMA2010-082,Morocco,Approved,1
Angastonite,Angastonite,CaMgAl2(PO4)2(OH)4·7H2O,CaMgAl2(PO4)2(OH)4·7H2O,"IMA2008-008, IMA2022 s.p.",Australia,"Approved,Redefined",1
Ángelaite,Angelaite,Cu2AgPbBiS4,Cu1+2Ag1+Pb2+Bi3+S2-4,IMA2003-064,Argentina,"Approved,Renamed",1
Angelellite,Angelellite,Fe3+4O3(AsO4)2,Fe3+4O3(As5+O4)2,IMA1962 s.p.,Argentina,Approved,1
Anglesite,Anglesite,Pb(SO4),Pb2+S6+O4,,United Kingdom,"Approved,Grandfathered",1
Anhydrite,Anhydrite,Ca(SO4),CaS6+O4,,Austria,"Approved,Grandfathered",1
Anhydrokainite,Anhydrokainite,KMg(SO4)Cl,KMgS6+O4Cl,,Germany,"Approved,Questionable mineral species",1
Anilite,Anilite,Cu7S4,Cu7S4,IMA1968-030,Japan,Approved,1
Ankerite,Ankerite,"Ca(Fe2+,Mg)(CO3)2","Ca(Fe2+,Mg)(CO3)2",,Austria,"Approved,Grandfathered",1
Ankinovichite,Ankinovichite,NiAl4(V5+O3)2(OH)12·2H2O,Ni2+Al4(V5+O3)2(OH)12·2H2O,IMA2002-063,Kazakhstan / Kyrgyzstan,Approved,1
Annabergite,Annabergite,Ni3(AsO4)2·8H2O,Ni2+3(As5+O4)2·8H2O,,Germany,"Approved,Grandfathered",1
Anningite-(Ce),Anningite-(Ce),(Ca0.5Ce4+0.5)(VO4),(Ca0.5Ce4+0.5)(V5+O4),IMA2024-060,Algeria,"Approved,Pending publication",1
Annite,Annite,KFe2+3(AlSi3O10)(OH)2,KFe2+3AlSi3O10(OH)2,IMA1998 s.p.,USA,Approved,1
Annivite-(Zn),Annivite-(Zn),Cu6(Cu4Zn2)Bi4S13,Cu1+6(Cu1+4Zn2+2)Bi3+4S2-13,IMA2023-124,Czech Republic,Approved,1
Anorpiment,Anorpiment,As2S3,As3+2S2-3,IMA2011-014,Peru,Approved,1
Anorthite,Anorthite,Ca(Al2Si2O8),CaAl2Si2O8,,Italy,"Approved,Grandfathered",1
Anorthominasragrite,Anorthominasragrite,V4+O(SO4)·5H2O,V4+O(S6+O4)·5H2O,IMA2001-040,USA,Approved,1
Anorthoroselite,Anorthoroselite,Ca2Co(AsO4)2·2H2O,Ca2Co2+(As5+O4)2·2H2O,IMA2022 s.p.,Germany,"Approved,Grandfathered,Renamed",1
Anorthoyttrialite-(Y),Anorthoyttrialite-(Y),Y4(SiO4)(Si3O10),Y4(SiO4)(Si3O10),IMA2022-135,Norway,"Approved,Pending publication",1
Ansermetite,Ansermetite,Mn2+V5+2O6·4H2O,Mn2+V5+2O6·4H2O,IMA2002-017,Switzerland,Approved,1
Antarcticite,Antarcticite,CaCl2·6H2O,CaCl2·6H2O,IMA1965-015,Antarctica,Approved,1
Anthoinite,Anthoinite,AlWO3(OH)3,AlW6+O3(OH)3,,Democratic Republic of the Congo,"Approved,Grandfathered",1
Anthonyite,Anthonyite,Cu(OH)2·3H2O,Cu2+(OH)2·3H2O,IMA1967 s.p.,USA,Approved,1
Anthophyllite,Anthophyllite,[box]Mg2Mg5Si8O22(OH)2,[box]Mg2Mg5Si8O22(OH)2,IMA2012 s.p.,Norway,"Approved,Redefined",1
Antigorite,Antigorite,Mg3Si2O5(OH)4,Mg3Si2O5(OH)4,IMA1998 s.p.,Italy / Switzerland,"Approved,Redefined",1
Antimonselite,Antimonselite,Sb2Se3,Sb3+2Se2-3,IMA1992-003,China,Approved,1
Antimony,Antimony,Sb,Sb,,Sweden,"Approved,Grandfathered",1
Antipinite,Antipinite,KNa3Cu2(C2O4)4,KNa3Cu2+2((C2)6+O4)4,IMA2014-027,Chile,Approved,1
Antipovite,Antipovite,Cu5O2(PO4)2,Cu2+5O2(PO4)2,IMA2022-064,Russia,"Approved,Pending publication",1
Antlerite,Antlerite,Cu2+3(SO4)(OH)4,Cu2+3(S6+O4)(OH)4,IMA1967 s.p.,USA,Approved,1
Antofagastaite,Antofagastaite,Na2Ca(SO4)2·1.5H2O,Na2Ca(S6+O4)2·1.5H2O,IMA2018-049,Chile,Approved,1
Anyuiite,Anyuiite,AuPb2,AuPb2,IMA1987-053,Russia,Approved,1
Anzaite-(Ce),Anzaite-(Ce),Ce4Fe2+Ti6O18(OH)2,Ce3+4Fe2+Ti4+6O18(OH)2,IMA2013-004,Russia,Approved,1
Apachite,Apachite,Cu2+9Si10O29·11H2O,Cu2+9Si10O29·11H2O,IMA1979-022,USA,Approved,1
Apexite,Apexite,NaMg(PO4)·9H2O,NaMg(PO4)·9H2O,IMA2015-002,USA,Approved,1
Aphthitalite,Aphthitalite,K3Na(SO4)2,K3Na(S6+O4)2,,Italy,"Approved,Grandfathered",1
Apjohnite,Apjohnite,Mn2+Al2(SO4)4·22H2O,Mn2+Al2(S6+O4)4·22H2O,,South Africa,"Approved,Grandfathered",1
Aplowite,Aplowite,Co(SO4)·4H2O,Co2+S6+O4·4H2O,IMA1963-009,Canada,Approved,1
Apuanite,Apuanite,(Fe2+Fe3+2)(Fe3+2Sb3+4)O12S,Fe2+Fe3+4Sb3+4O12S2-,IMA1978-069,Italy,Approved,1
Aqualite,Aqualite,"(H3O)8(Na,K,Sr)5Ca6Zr3Si26O66(OH)9Cl","(H3O)8(Na,K,Sr)5Ca6Zr4+3Si26O66(OH)9Cl",IMA2002-066,Russia,Approved,1
Aradite,Aradite,BaCa6[(SiO4)(VO4)](VO4)2F,BaCa6(SiO4)(V5+O4)(V5+O4)2F,IMA2013-047,Israel,"Approved,Redefined",1
Aragonite,Aragonite,Ca(CO3),CaCO3,,Spain,"Approved,Grandfathered",1
Arakiite,Arakiite,ZnMn2+12Fe3+2(As3+O3)(As5+O4)2(OH)23,Zn2+Mn2+12Fe3+2(As3+O3)(As5+O4)2(OH)23,IMA1998-062,Sweden,Approved,1
Aramayoite,Aramayoite,"Ag3Sb2(Bi,Sb)S6","Ag1+3Sb3+2(Bi3+,Sb3+)S2-6",,Bolivia,"Approved,Grandfathered",1
Arangasite,Arangasite,Al2(SO4)(PO4)F·9H2O,Al2(S6+O4)(PO4)F·9H2O,IMA2012-018,Russia,Approved,1
Arapovite,Arapovite,"(K1-x[box]x)(Ca,Na)2U4+Si8O20 [x ≈ 0.5]","(K1-x[box]x)(Ca,Na)2U4+Si8O20 (x~0.5)",IMA2003-046,Tajikistan,Approved,1
Aravaipaite,Aravaipaite,Pb3AlF9·H2O,Pb2+3AlF9·H2O,IMA1988-021,USA,Approved,1
Aravaite,Aravaite,Ba2Ca18(SiO4)6(PO4)3(CO3)F3O,Ba2Ca18(SiO4)6(PO4)3(CO3)F3O,IMA2018-078,Israel,Approved,1
Arcanite,Arcanite,K2(SO4),K2S6+O4,,USA,"Approved,Grandfathered",1
Archerite,Archerite,H2K(PO4),H2KPO4,IMA1975-008,Australia,Approved,1
Arctite,Arctite,(Na5Ca)Ca6Ba(PO4)6F3,(Na5Ca)Ca6Ba(PO4)6F3,IMA1980-049,Russia,Approved,1
Arcubisite,Arcubisite,Ag6CuBiS4,Ag6CuBiS4,IMA1973-009,Denmark (Greenland),Approved,1
Ardaite,Ardaite,Pb17Sb15S35Cl9,Pb2+17Sb3+15S2-35Cl9,IMA1979-073,Bulgaria,Approved,1
Ardealite,Ardealite,Ca2(PO3OH)(SO4)·4H2O,Ca2(PO3OH)(S6+O4)·4H2O,,Romania,"Approved,Grandfathered",1
Ardennite-(As),Ardennite-(As),Mn2+4Al4(AlMg)(AsO4)(SiO4)2(Si3O10)(OH)6,Mn2+4Al4(AlMg)(As5+O4)(SiO4)2(Si3O10)(OH)6,IMA2007 s.p.,Belgium,"Approved,Renamed",1
Ardennite-(V),Ardennite-(V),Mn2+4Al4(AlMg)(VO4)(SiO4)2(Si3O10)(OH)6,Mn2+4(AlMg)Al4(Si5V5+)O22(OH)6,IMA2005-037,Italy,Approved,1
Arfvedsonite,Arfvedsonite,NaNa2(Fe2+4Fe3+)Si8O22(OH)2,NaNa2(Fe2+4Fe3+)Si8O22(OH)2,IMA2012 s.p.,Denmark (Greenland),"Approved,Redefined",1
Argandite,Argandite,Mn7(VO4)2(OH)8,Mn2+7(V5+O4)2(OH)8,IMA2010-021,Switzerland,Approved,1
Argentobaumhauerite,Argentobaumhauerite,Ag1.5Pb22As33.5S72,Ag1.5Pb22As33.5S72,"IMA1988-051, IMA2015 s.p.",Switzerland,"Approved,Renamed",1
Argentodufrénoysite,Argentodufrenoysite,Ag3Pb26As35S80,Ag1+3Pb2+26As3+35S2-80,IMA2016-046,Switzerland,"Approved,Pending publication",1
Argentojarosite,Argentojarosite,AgFe3+3(SO4)2(OH)6,Ag1+Fe3+3(S6+O4)2(OH)6,IMA1987 s.p.,USA,"Approved,Redefined",1
Argentoliveingite,Argentoliveingite,AgxPb40-2xAs48+xS112 (3 &lt; x &lt; 4),Ag1+xPb2+40-2xAs3+48+xS2-112  (3 &lt; x &lt; 4),IMA2016-029,Switzerland,Approved,1
Argentopearceite,Argentopearceite,[Ag9AgS4][Ag6As2S7],[Ag1+9Ag1+S1-4][Ag1+6As3+2S1-7],IMA2020-049,Czech Republic,"Approved,Pending publication",1
Argentopentlandite,Argentopentlandite,"Ag(Fe,Ni)8S8","Ag(Fe,Ni)8S8",IMA1970-047,Russia,Approved,1
Argentopolybasite,Argentopolybasite,[Ag9AgS4][Ag6Sb2S7],[Ag1+9Ag1+S2-4][Ag1+6Sb3+2S2-7],IMA2021-119,Slovakia,Approved,1
Argentopyrite,Argentopyrite,AgFe2S3,Ag1+Fe2+Fe3+S2-3,,Czech Republic,"Approved,Grandfathered",1
Argentotennantite-(Fe),Argentotennantite-(Fe),Ag6(Cu4Fe2)As4S13,Ag1+6(Cu1+4Fe2+2)As3+4S2-13,IMA2023-126,Peru,"Approved,Pending publication",1
Argentotennantite-(Zn),Argentotennantite-(Zn),Ag6(Cu4Zn2)As4S13,Ag1+6Cu1+4Zn2+2As3+4S2-13,"IMA1985-026, IMA2019 s.p.",Kazakhstan,"Approved,Redefined",1
Argentotetrahedrite-(Cd),Argentotetrahedrite-(Cd),Ag6(Cu4Cd2)Sb4S13,Ag1+6(Cu1+4Cd2+2)Sb3+4S2-13,IMA2022-053,Slovakia,Approved,1
Argentotetrahedrite-(Fe),Argentotetrahedrite-(Fe),Ag6(Cu4Fe2)Sb4S13,Ag1+6(Cu1+4Fe2+2)Sb3+4S2-13,"IMA2016-093, IMA2019 s.p.",Canada,"Approved,Redefined",1
Argentotetrahedrite-(Hg),Argentotetrahedrite-(Hg),Ag6(Cu4Hg2)Sb4S13,Ag1+6(Cu1+4Hg2+2)Sb3+4S2-13,IMA2020-079,China,Approved,1
Argentotetrahedrite-(Zn),Argentotetrahedrite-(Zn),Ag6(Cu4Zn2)Sb4S13,Ag1+6(Cu1+4Zn2+2)Sb3+4S2-13,IMA2020-069,Slovakia / Switzerland,Approved,1
Argesite,Argesite,(NH4)7Bi3Cl16,(N3-H4)7Bi3+3Cl16,IMA2011-072,Italy,Approved,1
Argutite,Argutite,GeO2,GeO2,IMA1980-067,France,Approved,1
Argyrodite,Argyrodite,Ag8GeS6,Ag1+8Ge4+S2-6,,Germany,"Approved,Grandfathered",1
Arhbarite,Arhbarite,Cu2Mg(AsO4)(OH)3,Cu2+2MgAs5+O4(OH)3,IMA1981-044,Morocco,"Approved,Redefined",1
Ariegilatite,Ariegilatite,BaCa12(SiO4)4(PO4)2F2O,BaCa12(SiO4)4(PO4)2F2O,IMA2016-100,Israel,Approved,1
Arisite-(Ce),Arisite-(Ce),NaCe2(CO3)2[F2x(CO3)1-x]F,NaCe3+2(CO3)2[(CO3)1-xF2x]F,IMA2009-013,Canada / Namibia,Approved,1
Arisite-(La),Arisite-(La),NaLa2(CO3)2[F2x(CO3)1-x]F,NaLa2(CO3)2[(CO3)1-xF2x]F,IMA2009-019,Namibia,Approved,1
Aristarainite,Aristarainite,Na2Mg[B6O8(OH)4]2·4H2O,Na2Mg[B6O8(OH)4]2·4H2O,IMA1973-029,Argentina,Approved,1
Armalcolite,Armalcolite,"(Mg,Fe2+)Ti2O5","(Mg,Fe2+)Ti4+2O5",IMA1970-006,Moon,"Approved,Redefined",1
Armangite,Armangite,Mn2+26[As3+6(OH)4O14][As3+6O18]2(CO3),Mn2+26As3+18O50(CO3)(OH)4,,Sweden,"Approved,Grandfathered",1
Armbrusterite,Armbrusterite,Na6K5Mn3+Mn2+14(Si9O22)4(OH)10·4H2O,Na6K5Mn3+Mn2+14[Si9O22]4(OH)10·4H2O,IMA2005-035,Russia,Approved,1
Armellinoite-(Ce),Armellinoite-(Ce),Ca4Ce4+(AsO4)4·H2O,Ca4Ce4+(As5+O4)4·H2O,IMA2018-094,Italy,Approved,1
Armenite,Armenite,BaCa2(Al6Si9)O30·2H2O,BaCa2(Al6Si9)O30·2H2O,,Norway,"Approved,Grandfathered",1
Armstrongite,Armstrongite,CaZr(Si6O15)·2H2O,CaZr4+Si6O15·2H2O,IMA1972-018,Mongolia,Approved,1
Arrheniusite-(Ce),Arrheniusite-(Ce),CaMg[(Ce7Y3)Ca5](SiO4)3(Si3B3O18)(AsO4)(BO3)F11,CaMg[(Ce3+7Y3)Ca5](SiO4)3(Si3B3O18)(As5+O4)(BO3)F11,IMA2019-086,Sweden,Approved,1
Arrojadite-(BaNa),Arrojadite-(BaNa),BaNa3(NaCa)Fe2+13Al(PO4)11(PO3OH)(OH)2,BaNa3(NaCa)Fe2+13Al(PO4)11(PO3OH)(OH)2,IMA2014-071,Italy,Approved,1
Arrojadite-(KFe),Arrojadite-(KFe),(KNa)Fe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,(KNa)Fe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,IMA2005 s.p.,Brazil,"Approved,Renamed",1
Arrojadite-(KNa),Arrojadite-(KNa),KNa3(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,KNa3(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,IMA2005-047,Canada,Approved,1
Arrojadite-(PbFe),Arrojadite-(PbFe),PbFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,Pb2+Fe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,IMA2005-056,Brazil,Approved,1
Arrojadite-(SrFe),Arrojadite-(SrFe),SrFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,SrFe2+(CaNa2)Fe2+13Al(PO4)11(PO3OH)(OH)2,IMA2005-032,Sweden,Approved,1
Arsenatrotitanite,Arsenatrotitanite,NaTi(AsO4)O,NaTi4+(As5+O4)O,IMA2016-015,Russia,Approved,1
Arsenbrackebuschite,Arsenbrackebuschite,"Pb2(Fe3+,Zn)(AsO4)2(OH,H2O)","Pb2+2(Fe3+,Zn2+)(As5+O4)2(OH,H2O)",IMA1977-014,Namibia / Germany,Approved,1
Arsendescloizite,Arsendescloizite,PbZn(AsO4)(OH),Pb2+Zn2+As5+O4(OH),IMA1979-030,Namibia,Approved,1
Arsenic,Arsenic,As,As,,Germany / Norway,"Approved,Grandfathered",1
Arseniopleite,Arseniopleite,NaCaMnMn2(AsO4)3,NaCaMn2+Mn2+2(As5+O4)3,IMA1967 s.p.,Sweden,Approved,1
Arseniosiderite,Arseniosiderite,Ca2Fe3+3O2(AsO4)3(H2O)2·H2O,Ca2Fe3+3O2(As5+O4)3(H2O)2·H2O,,France,"Approved,Grandfathered",1
Arsenmarcobaldiite,Arsenmarcobaldiite,Pb12(As3.2Sb2.8)Σ6S21,Pb2+12(As3+3.2Sb3+2.8)S2-21,IMA2016-045,Italy,Approved,1
Arsenmedaite,Arsenmedaite,Mn2+6As5+Si5O18(OH),Mn2+6As5+Si5O18(OH),IMA2016-099,Italy,Approved,1
Arsenoclasite,Arsenoclasite,Mn2+5(AsO4)2(OH)4,Mn2+5(As5+O4)2(OH)4,,Sweden,"Approved,Grandfathered",1
Arsenocrandallite,Arsenocrandallite,CaAl3(AsO4)(AsO3OH)(OH)6,CaAl3(As5+O4)(As5+O3OH)(OH)6,IMA1980-060,Germany,Approved,1
Arsenoflorencite-(Ce),Arsenoflorencite-(Ce),CeAl3(AsO4)2(OH)6,Ce3+Al3(As5+O4)2(OH)6,IMA1985-053,Australia,Approved,1
Arsenoflorencite-(La),Arsenoflorencite-(La),LaAl3(AsO4)2(OH)6,La3+Al3(As5+O4)2(OH)6,IMA2009-078,Russia,Approved,1
Arsenogoldfieldite,Arsenogoldfieldite,Cu6Cu6(As2Te2)S13,Cu1+6Cu1+6(As3+2Te4+2)S2-13,IMA2022-084,USA,"Approved,Pending publication",1
Arsenogorceixite,Arsenogorceixite,BaAl3(AsO4)(AsO3OH)(OH)6,BaAl3As5+O4(As5+O3OH)(OH)6,IMA1989-055,Germany,Approved,1
Arsenogoyazite,Arsenogoyazite,SrAl3(AsO4)(AsO3OH)(OH)6,SrAl3(As5+O4)(As5+O3OH)(OH)6,IMA1983-043,Germany,Approved,1
Arsenohauchecornite,Arsenohauchecornite,Ni18Bi3AsS16,Ni18Bi3AsS16,IMA1978 s.p.,Canada,Approved,1
Arsenohopeite,Arsenohopeite,Zn3(AsO4)2·4H2O,Zn2+3(As5+O4)2·4H2O,IMA2010-069,Namibia,Approved,1
Arsenolamprite,Arsenolamprite,As,As,,Germany,"Approved,Grandfathered",1
Arsenolite,Arsenolite,As2O3,As3+2O3,,Germany,"Approved,Grandfathered",1
Arsenopalladinite,Arsenopalladinite,Pd8As3,Pd8As3,IMA1973-002a,Brazil,"Approved,Redefined",1
Arsenopyrite,Arsenopyrite,FeAsS,Fe3+(AsS)3-,IMA1962 s.p.,?,Approved,1
Arsenosabugalite,Arsenosabugalite,H0.5Al0.5(UO2)2(AsO4)2·8H2O,H0.5Al0.5(U6+O2)2(As5+O4)2·8H2O,IMA2025-048,USA,Approved,1
Arsenotučekite,Arsenotucekite,Ni18Sb3AsS16,Ni18Sb3AsS16,IMA2019-135,Greece,Approved,1
Arsenoústalečite,Arsenoustalecite,Cu6Cu6(As2Te2)Se13,Cu1+6Cu1+6(As3+2Te4+2)Se2-13,IMA2022-116,Czech Republic,Approved,1
Arsenovanmeersscheite,Arsenovanmeersscheite,U(UO2)3(AsO4)2(OH)6·4H2O,U6+(U6+O2)3(As5+O4)2(OH)6·4H2O,IMA2006-018,Germany,"Approved,Pending publication",1
Arsenoveszelyite,Arsenoveszelyite,Cu2Zn(AsO4)(OH)3·2H2O,Cu2+2Zn2+(As5+O4)(OH)3·2H2O,IMA2021-076a,China,Approved,1
Arsenowagnerite,Arsenowagnerite,Mg2(AsO4)F,Mg2As5+O4F,IMA2014-100,Russia,"Approved,Pending publication",1
Arsenquatrandorite,Arsenquatrandorite,Ag17.6Pb12.8Sb38.1As11.5S96,Ag1+17.6Pb2+12.8Sb3+38.1As3+11.5S2-96,IMA2012-087,Iran,"Approved,Grandfathered",1
Arsentsumebite,Arsentsumebite,Pb2Cu(AsO4)(SO4)(OH),Pb2+2Cu2+(As5+O4)(S6+O4)(OH),,Namibia,Approved,1
Arsenudinaite,Arsenudinaite,NaMg4(AsO4)3,NaMg4(As5+O4)3,IMA2018-067,Russia,Approved,1
Arsenuranospathite,Arsenuranospathite,Al(UO2)2(AsO4)2F·20H2O,Al(U6+O2)2(As5+O4)2F·20H2O,IMA1982 s.p.,Germany,"Approved,Grandfathered",1
Arsenuranylite,Arsenuranylite,Ca(UO2)4(AsO4)2(OH)4·6H2O,Ca(U6+O2)4(As5+O4)2(OH)4·6H2O,,Uzbekistan,Approved,1
Arsiccioite,Arsiccioite,AgHg2TlAs2S6,Ag1+Hg2+2Tl1+As3+2S2-6,IMA2013-058,Italy,Approved,1
Arsmirandite,Arsmirandite,Na18Cu12Fe3+O8(AsO4)8Cl5,Na18Cu2+12Fe3+O8(As5+O4)8Cl5,IMA2014-081,Russia,Approved,1
Arthurite,Arthurite,CuFe3+2(AsO4)2(OH)2·4H2O,Cu2+Fe3+2(As5+O4)2(OH)2·4H2O,IMA1964-002,United Kingdom,"Approved,Grandfathered",1
Artinite,Artinite,Mg2(CO3)(OH)2·3H2O,Mg2CO3(OH)2·3H2O,,Italy,Approved,1
Artroeite,Artroeite,PbAlF3(OH)2,Pb2+AlF3(OH)2,IMA1993-031,USA,Approved,1
Artsmithite,Artsmithite,Hg1+4Al(PO4)1.74(OH)1.78,Hg1+4Al(PO4)1.74(OH)1.78,IMA2002-039,USA,Approved,1
Arupite,Arupite,Ni3(PO4)2·8H2O,Ni2+3(PO4)2·8H2O,IMA1988-008,Brazil,"Approved,Pending publication",1
Arzamastsevite,Arzamastsevite,K6Al5Si6O20(OH)4Cl,K6Al5Si6O20(OH)4Cl,IMA2024-085,Russia,"Approved,Questionable mineral species",1
Arzrunite,Arzrunite,Pb2Cu4(SO4)(OH)4Cl6·2H2O,Pb2+2Cu2+4S6+O4(OH)4Cl6·2H2O,,Chile,Approved,1
Asagiite,Asagiite,NiCu4(SO4)2(OH)6·6H2O,Ni2+Cu2+4(S6+O4)2(OH)6·6H2O,IMA2022-065,Japan,Approved,1
Asbecasite,Asbecasite,Ca3TiAs6Be2Si2O20,Ca3Ti4+As3+6Be2Si2O20,IMA1965-037,Switzerland,"Approved,Grandfathered",1
Asbolane,Asbolane,"Mn4+(O,OH)2·(Co,Ni,Mg,Ca)x(OH)2x·nH2O","Mn4+(O,OH)2·(Co3+,Ni2+,Mg,Ca)x(OH)2x·nH2O",,?,Approved,1
Aschamalmite,Aschamalmite,Pb6-3xBi2+xS9,Pb2+6-3xBi3+2+xS2-9,IMA1982-089,Austria,Approved,1
